File,Total Time (minutes),Coding,Debugging,Testing,FC Flow Complexity,OV Object Vocabulary,OC Object Conjuration,AI Arithmetic Intricacy,DT Data Transfer,CM Comments,CS Code Structure,ID Inline Data,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetPotentialFriends.java,4575,2128,1580,866,1104,1586,987,63,435,5,356,36,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetProfileHandler.java,3298,1487,1163,647,1159,1062,550,0,259,0,248,17,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetSearchResultHandler.java,1956,934,656,364,449,902,242,27,182,0,144,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetShopHandler.java,4467,2102,1523,841,1085,1848,716,72,427,1,282,34,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetSocialAccountRequestURL.java,1138,572,363,202,197,669,106,9,65,7,79,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetSongSettingsSocket.java,1478,706,496,275,378,713,163,0,114,7,94,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetTimelineHandler.java,4877,2223,1709,943,1258,1673,874,81,648,1,303,36,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetTopTrendingSongs.java,2488,1187,834,466,633,1208,274,0,208,0,158,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetTrendingHashtag.java,1482,715,497,270,324,786,149,0,115,0,101,5,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetUserFriends.java,6413,2912,2257,1244,1944,1979,1253,108,628,5,455,38,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetUserLinkedSocialAccountsHandler.java,2787,1409,868,509,230,1397,530,63,308,7,226,24,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetUserPinsHandler.java,3303,1588,1100,613,533,1440,598,72,396,0,233,28,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\GetUserPlaylistsHandler.java,7468,3466,2575,1427,1662,2401,1683,243,877,11,512,75,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\LoadPlaylistsHandler.java,2542,1212,860,469,553,1266,292,0,259,7,149,13,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\get\OpenConversationByUsername.java,3020,1423,1024,572,915,1280,389,9,224,7,182,12,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\incoming\HandleNotificationRequest.java,202,114,56,32,0,145,16,0,7,7,25,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\incoming\HandlePHPRequest.java,1499,621,582,295,727,436,117,0,126,7,74,9,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\incoming\IncomingMessageHandler.java,1475,723,483,269,304,771,179,0,115,0,100,4,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\incoming\IncomingPartyInvite.java,501,266,150,84,0,320,63,18,45,7,42,4,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\incoming\IncomingPartyJoin.java,494,259,150,84,0,320,63,18,45,0,42,4,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\incoming\MessageSocket.java,239,133,67,38,0,174,20,0,7,7,30,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\netty\NETTYClient.java,8099,3694,2831,1573,2586,2634,1486,45,632,18,673,23,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\netty\PacketHandler.java,1279,633,414,230,234,669,183,18,72,7,92,1,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\AddCreditSocket.java,1258,602,423,232,325,582,161,18,86,0,75,9,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\AddFundSocket.java,1815,866,613,335,431,829,267,18,138,0,121,9,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\AuthenticateLoginSocket.java,3446,1745,1081,620,303,1731,702,18,382,1,285,21,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\BlockSocket.java,1221,609,393,218,206,698,138,9,71,2,91,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CheckAccountKeySocket.java,1114,557,356,200,197,625,122,0,74,7,85,1,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\Confirm2FACodeSocket.java,539,292,155,91,0,363,81,0,34,7,51,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreateAccountSocket.java,1218,604,393,220,206,655,165,0,86,0,96,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreateBugSocket.java,978,476,325,175,158,538,122,0,89,0,67,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreateCommentSocket.java,2232,1014,786,432,680,727,430,0,187,0,193,13,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreatePartySocket.java,1444,706,477,260,306,786,149,0,96,0,98,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreatePlaylistSocket.java,1388,666,467,254,340,655,174,0,93,7,108,8,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreatePostSocket.java,2608,1262,865,481,538,1280,389,0,199,0,191,9,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\CreatePurchaseSocket.java,1799,830,626,342,562,684,256,18,140,0,117,21,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\DeleteCommentSocket.java,1059,522,345,191,206,596,111,0,64,0,77,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\DeletePartyInvitationSocket.java,991,502,314,175,149,582,106,9,62,7,72,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\DeletePartySocket.java,1228,586,415,226,346,611,117,0,64,7,77,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\DeletePlaylistSocket.java,1282,614,431,236,346,640,126,0,70,7,88,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\DeletePostSocket.java,1059,522,345,191,206,596,111,0,64,0,77,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\FollowPlaylistSocket.java,1392,679,459,252,297,698,174,18,92,7,97,5,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\Generate2FACodeSocket.java,896,461,279,156,100,553,99,0,56,8,77,1,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\InviteUserToPartySocket.java,979,495,310,173,149,567,108,9,62,7,72,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\LikePostSocket.java,1638,791,551,295,358,771,206,72,104,0,117,9,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\LinkAccountHandler.java,1212,612,385,214,197,698,126,18,74,7,81,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\PinPostSocket.java,200,114,54,31,0,145,18,0,3,10,23,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\RemoveLinkedAccountHandler.java,896,459,280,156,100,538,120,0,58,7,71,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\RenamePlaylist.java,853,437,267,148,100,523,97,0,54,7,68,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\ReportPostSocket.java,1071,523,353,194,215,553,135,0,71,0,88,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\ResetPasswordSocket.java,894,449,285,159,149,509,104,0,51,7,70,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\SendCurrentSongSocket.java,1452,705,477,268,323,727,179,0,118,1,97,5,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\SendImageAnalytic.java,541,294,156,91,0,378,70,0,34,7,50,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\SendImageSocket.java,1994,938,680,375,544,858,281,0,141,0,161,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\SendMessageSocket.java,2661,1239,916,505,775,1091,385,9,195,0,194,10,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\SendMusicStatUpdateSocket.java,835,428,259,147,106,509,97,0,53,7,61,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UnblockAllSocket.java,1004,490,332,181,215,538,106,0,64,0,75,4,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdateAccountInformationSocket.java,3628,1658,1272,697,1221,1295,523,63,286,0,225,12,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdateFollowStateSocket.java,500,270,144,84,0,334,75,0,32,7,49,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdateGenreSocket.java,1106,543,363,199,215,611,120,0,73,0,83,1,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdatePartyInformationSocket.java,1854,942,572,339,224,960,335,0,183,7,137,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdatePartyJoinStatusSocket.java,1652,801,544,305,362,771,233,18,131,7,120,7,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdatePasswordSocket.java,1203,596,391,215,215,684,133,0,77,0,89,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdatePinSlotSocket.java,780,400,241,138,109,480,77,9,47,0,56,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdatePlaylistInformationSocket.java,1137,575,360,201,158,655,154,0,72,7,85,4,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdatePlaylistSongSocket.java,1714,810,580,323,410,669,339,0,141,7,139,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdateReferralCodeSocket.java,1099,541,360,198,215,538,143,27,73,7,88,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\post\UpdateSongInfoSocket.java,1025,519,324,182,149,596,129,0,65,7,75,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\SearchUser.java,4486,2126,1534,826,824,1979,974,0,223,0,482,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\ServerCommand.java,209,116,59,33,0,145,34,0,5,7,16,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\ServerUtilities.java,1031,495,349,185,172,480,217,0,55,0,103,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\SocialAccount.java,490,249,156,84,35,262,111,0,18,7,55,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\StatusHandler.java,2837,1432,903,500,330,1615,421,27,200,0,226,15,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\TemporaryUser.java,1713,848,559,305,134,873,412,0,86,2,204,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\network\User.java,3314,1626,1093,595,329,1644,786,0,166,3,383,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\notification\Notification.java,6202,2807,2188,1206,1888,1659,1416,63,597,0,528,49,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\notification\NotificationManager.java,1260,624,410,225,176,611,240,36,94,0,98,3,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\notification\NotificationType.java,1118,593,331,193,35,669,235,0,73,1,55,46,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\notification\NotifyType.java,157,91,43,23,0,131,7,0,0,7,12,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\notification\WindowNotification.java,8809,4041,3092,1676,2539,2794,1810,334,612,56,639,23,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\permission\Permission.java,309,162,95,51,17,189,52,0,8,7,34,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\permission\PermissionManager.java,1095,496,390,208,427,436,117,0,43,7,62,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\permission\PermissionState.java,285,156,83,45,8,218,22,0,7,7,21,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\pins\Pin.java,728,364,235,128,53,392,161,0,30,0,89,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\pins\PinManager.java,830,391,286,152,235,407,102,0,30,0,53,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\popup\Popup.java,44909,20188,15837,8883,13595,6825,12543,2247,4902,16,4171,607,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\popup\PopupBuilder.java,3976,1861,1366,748,1073,1542,734,27,280,7,300,9,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\ResizeHelper.java,6129,2536,2359,1233,3254,1164,842,198,302,8,352,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\SceneManager.java,3827,1787,1332,708,1197,1659,380,54,257,25,247,5,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\server\serialized\ImageUpload.java,1979,950,674,354,283,931,380,27,152,7,192,4,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\server\serialized\Post.java,1309,619,453,236,198,553,297,9,103,7,138,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\StyleUtilities.java,4704,2151,1638,913,1383,1135,1103,162,411,5,479,23,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\tip\Tip.java,1043,511,342,190,233,567,108,0,61,2,68,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\tip\TipType.java,376,197,115,63,17,232,65,0,17,0,35,6,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\touch\Touch.java,666,343,209,113,51,422,104,0,33,0,54,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\update\Update.java,353,181,112,59,26,189,77,0,12,7,41,0,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\update\UpdateCategory.java,261,141,76,42,8,174,29,0,12,7,26,2,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\update\UpdateManager.java,862,453,260,148,66,480,156,0,55,17,69,15,
C:\Users\OEM\Desktop\Folders\Programming\workspace\BeatPlaylist\src\com\beatplaylist\utilities\Utilities.java,23743,10561,8525,4656,8698,6054,4312,975,1872,50,1596,184,

Entire Project Time,=SUM(B2:B308),=SUM(C2:C308),=SUM(D2:D308),=SUM(E2:E308),=SUM(F2:F308),=SUM(G2:G308),=SUM(H2:H308),=SUM(I2:I308),=SUM(J2:J308),=SUM(K2:K308),=SUM(L2:L308),=SUM(M2:M308),
